#!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
#!
#! ISO language codes (2-char and 3-char).  From https://www.loc.gov/standards/iso639-2/php/code_list.php,
#! augmented by entries from the Ethnologue.  See also
#! https://en.wikipedia.org/wiki/List_of_ISO_639_language_codes and the places
#! it points to.
#!
#! Format is:
#!
#!   3-char code | 2-char code where available | language name | comma-separated list of countries where language is used.
#!
#! where ' | ' represents a tab.
#!
#!
#!
#! Manual changes
#! ==============
#!
#! The 3-char code for Bengali (ben) does have a 2-char equivalent (bn).
#! However, I have removed the 2-char code below, because if we use it, texts
#! are recorded as Bangala rather than Bengali.  In fact, Bangala is a
#! recognised alternative to Bengali, but we have decided we want the texts
#! displayed as Bengali.
#!
#!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

esu		Central Yupik	United States
esy		Eskayan	Philippines
etb		Etebi	Nigeria
etc		Etchemin	United States
eth		Ethiopian Sign Language	Ethiopia
etn		Eton	Vanuatu
eto		Eton	Cameroon
etr		Edolo	Papua New Guinea
ets		Etsako	Nigeria
etu		Ejagham	Cameroon, Nigeria
etx		Iten	Nigeria
etz		Semimi	Indonesia
eud		Eudeve	Mexico
eus	eu	Basque	Spain, France
eve		Even	Russian Federation
evh		Uvbie	Nigeria
evn		Evenki	China
ewe	ee	Éwé	Ghana, Togo
ewo		Ewondo	Cameroon
ext		Extremaduran	Spain
eya		Eyak	United States
eyo		Keiyo	Kenya
eza		Ezaa	Nigeria
eze		Uzekwe	Nigeria
faa		Fasu	Papua New Guinea
fab		Fa d’Ambu	Equatorial Guinea
fad		Wagi	Papua New Guinea
faf		Fagani	Solomon Islands
fag		Finongan	Papua New Guinea
fah		Fali of Baissa	Nigeria
fai		Faiwol	Papua New Guinea
faj		Kursav	Papua New Guinea
fak		Fang	Cameroon
fal		South Fali	Cameroon
fam		Fam	Nigeria
fan		Fang	Cameroon, Gabon, Equatorial Guinea
fao	fo	Faroese	Faroe Islands
fap		Paloor	Senegal
far		Fataleka	Solomon Islands
fau		Fayu	Indonesia
fax		Fala	Spain
fay		Southwestern Fars	Iran
fbl		West Albay Bikol	Philippines
fcs		Quebec Sign Language	Canada
fer		Feroge	South Sudan
ffi		Foia Foia	Papua New Guinea
ffm		Maasina Fulfulde	Mali
fgr		Fongoro	Chad
fia		Nobiin	Sudan
fie		Fyer	Nigeria
fif		Faifi	Saudi Arabia
fij	fj	Fijian	Fiji
fil		Filipino	Philippines
fin	fi	Finnish	Finland, Russian Federation
fip		Fipa	Tanzania
fir		Firan	Nigeria
fit		Meänkieli	Finland, Sweden
fiw		Fiwaga	Papua New Guinea
fkk		Kirya-Konzel	Nigeria
fkv		Kven Finnish	Norway
fla		Kalispel-Pend d’Oreille	United States
flh		Foau	Indonesia
fli		Fali Muchella	Nigeria
fll		North Fali	Cameroon
fln		Flinders Island	Australia
flr		Fuliiru	Democratic Republic of the Congo
fly		Flaaitaal	South Africa
fmp		Fe’fe’	Cameroon
fmu		Far Western Muria	India
fnb		Fanbak	Vanuatu
fng		Pidgin Bantu	South Africa
fni		Fania	Chad
fod		Foodo	Benin
foi		Foi	Papua New Guinea
fom		Foma	Democratic Republic of the Congo
fon		Fon	Benin, Togo
for		Fore	Papua New Guinea
fos		Siraya	China–Taiwan
fpe		Equatorial Guinean Pidgin	Equatorial Guinea
fqs		Momu	Papua New Guinea
fra	fr	French	Andorra, Belgium, Switzerland, France, Luxembourg, Monaco
frc		Cajun French	United States
frd		Fordata	Indonesia
frp		Arpitan	Switzerland, France, Italy
frq		Forak	Papua New Guinea
frr		Northern Frisian	Germany
frs		East Frisian Low Saxon	Germany
frt		Kiae	Vanuatu
fry	fy	Frisian	Netherlands
fse		Finnish Sign Language	Finland
fsl		French Sign Language	France
fss		Finland-Swedish Sign Language	Aland Islands, Finland
fub		Adamawa Fulfulde	Cameroon, Nigeria, Chad
fuc		Pulaar	Gambia, Guinea, Guinea-Bissau, Mali, Mauritania, Senegal
fud		East Futuna	Wallis and Futuna
fue		Borgu Fulfulde	Benin
fuf		Pular	Guinea, Guinea-Bissau, Mali
fuh		Western Niger Fulfulde	Burkina Faso, Benin, Niger
fui		Bagirmi Fulfulde	Chad
fuj		Ko	Sudan
fum		Fum	Nigeria
fun		Iatê	Brazil
fuq		Central-Eastern Niger Fulfulde	Niger
fur		Friulian	Italy
fut		Futuna-Aniwa	Vanuatu
fuu		Fulu	Democratic Republic of the Congo, Central African Republic
fuv		Nigerian Fulfulde	Nigeria
fuy		Fuyug	Papua New Guinea
fvr		Fur	Sudan, Chad
fwa		Fwâi	New Caledonia
fwe		Fwe	Namibia, Zambia
gaa		Ga	Ghana
gab		Gabri	Chad
gac		Mixed Great Andamanese	India
gad		Gaddang	Philippines
gae		Guarequena	Brazil, Venezuela
gaf		Gende	Papua New Guinea
gag		Gagauz	Moldova
gah		Alekano	Papua New Guinea
gai		Mbore	Papua New Guinea
gaj		Gadsup	Papua New Guinea
gak		Gamkonora	Indonesia
gal		Galolen	Indonesia, East Timor
gam		Kandawo	Papua New Guinea
gan		Gan Chinese	China
gao		Gants	Papua New Guinea
gap		Gal	Papua New Guinea
gaq		Gata’	India
gar		Galeya	Papua New Guinea
gas		Adiwasi Garasia	India
gat		Aziana	Papua New Guinea
gau		Mudhili Gadaba	India
gaw		Nobonob	Papua New Guinea
gax		Borana-Arsi-Guji Oromo	Ethiopia, Kenya, Somalia
gay		Gayo	Indonesia
gaz	om	West Central Oromo	Ethiopia
gbb		Kaytetye	Australia
gbd		Karajarri	Australia
gbe		Niksek	Papua New Guinea
gbf		Gaikundi	Papua New Guinea
gbg		Gbanziri	Democratic Republic of the Congo, Central African Republic
gbh		Defi Gbe	Benin
gbi		Galela	Indonesia
gbj		Bodo Gadaba	India
gbk		Gaddi	India
gbl		Gamit	India
gbm		Garhwali	India
gbn		Mo’da	South Sudan
gbo		Northern Grebo	Liberia
gbp		Gbaya-Bossangoa	Central African Republic
gbq		Gbaya-Bozoum	Central African Republic
gbr		Gbagyi	Nigeria
gbs		Gbesi Gbe	Benin
gbu		Gagadu	Australia
gbv		Gbanu	Central African Republic
gbw		Gabi-Gabi	Australia
gbx		Eastern Xwla Gbe	Benin
gby		Gbari	Nigeria
gbz		Zoroastrian Dari	Iran
gcc		Mali	Papua New Guinea
gcd		Ganggalida	Australia
gce		Galice	United States
gcf		Guadeloupean French Creole	Guadeloupe
gcl		Grenadian English Creole	Grenada
gcn		Gaina	Papua New Guinea
gcr		Guianese French Creole	French Guiana
gct		Colonia Tovar German	Venezuela
gda		Gade Lohar	India
gdb		Pottangi Ollar Gadaba	India
gdc		Gugu Badhun	Australia
gdd		Gedaged	Papua New Guinea
gde		Gude	Cameroon, Nigeria
gdf		Guduf-Gava	Nigeria
gdg		Gaꞌdang	Philippines
gdh		Gadjerawang	Australia
gdi		Gundi	Central African Republic
gdj		Gurdjar	Australia
gdk		Gadang	Chad
gdl		Dirasha	Ethiopia
gdm		Laal	Chad
gdn		Umanakaina	Papua New Guinea
gdo		Ghodoberi	Russian Federation
gdq		Mehri	Oman, Yemen
gdr		Wipi	Papua New Guinea
gds		Ghandruk Sign Language	Nepal
gdt		Kungardutyi	Australia
gdu		Gudu	Nigeria
gdx		Godwari	India
gea		Geruma	Nigeria
geb		Kire	Papua New Guinea
gec		Gboloo Grebo	Liberia
ged		Gade	Nigeria
gef		Gerai	Indonesia
geg		Gengle	Nigeria
geh		Hutterite German	Canada, United States
gei		Gebe	Indonesia
gej		Gen	Benin, Togo
gek		Ywom	Nigeria
gel		ut-Ma’in	Nigeria
geq		Geme	Central African Republic
ges		Geser-Gorom	Indonesia
gev		Eviya	Gabon
gew		Gera	Nigeria
gex		Garre	Kenya, Somalia
gey		Enya	Democratic Republic of the Congo
gez		Geez	Ethiopia
gfk		Patpatar	Papua New Guinea
gft		Gafat	Ethiopia
gga		Gao	Solomon Islands
ggb		Gbii	Liberia
ggd		Gugadj	Australia
gge		Gurr-goni	Australia
ggg		Gurgula	Pakistan
ggk		Kungarakany	Australia
ggl		Ganglau	Papua New Guinea
ggt		Gitua	Papua New Guinea
ggu		Gban	Côte d’Ivoire
ggw		Gogodala	Papua New Guinea
gha		Ghadamès	Libya
ghe		Southern Ghale	Nepal
ghh		Northern Ghale	Nepal
ghk		Geko Karen	Myanmar
ghl		Ghulfan	Sudan
ghn		Ghanongga	Solomon Islands
gho		Ghomara	Morocco
ghr		Ghera	Pakistan
ghs		Guhu-Samane	Papua New Guinea
ght		Kuke	Nepal
gia		Kija	Australia
gib		Gibanawa	Nigeria
gic		Gail	South Africa
gid		Gidar	Cameroon, Chad
gie		Guébie	Côte d’Ivoire
gig		Goaria	Pakistan
gih		Githabul	Australia
gii		Girirra	Ethiopia
gil		Kiribati	Kiribati
gim		Gimi	Papua New Guinea
gin		Hinukh	Russian Federation
gip		Gimi	Papua New Guinea
giq		Green Gelao	Vietnam
gir		Red Gelao	China, Vietnam
gis		North Giziga	Cameroon
git		Gitxsan	Canada
giu		Mulao	China
giw		Duoluo	China
gix		Gilima	Democratic Republic of the Congo
giy		Giyug	Australia
giz		Giziga	Cameroon
gjk		Kachi Koli	Pakistan
gjm		Gunditjmara	Australia
gjn		Gonja	Ghana
gjr		Gurindji Kriol	Australia
gju		Gojri	India, Pakistan
gka		Guya	Papua New Guinea
gkd		Magɨ	Papua New Guinea
gke		Ndai	Cameroon
gkn		Gokana	Nigeria
gko		Kok-Nar	Australia
gkp		Guinea Kpelle	Guinea
gku		‡Ungkue	South Africa
gla	gd	Scottish Gaelic	United Kingdom
glb		Belning	Nigeria
glc		Bon Gula	Chad
gld		Nanai	Russian Federation
gle	ga	Irish	United Kingdom, Ireland
glg	gl	Galician	Spain, Portugal
glh		Northwest Pashai	Afghanistan
glj		Gula Iro	Chad
glk		Gilaki	Iran
gll		Garlali	Australia
glo		Galambi	Nigeria
glr		Glaro-Twabo	Liberia
glu		Gula	Chad
glv	gv	Manx	Isle of Man
glw		Glavda	Cameroon, Nigeria
gly		Gule	Sudan
gma		Gambera	Australia
gmb		Gula’alaa	Solomon Islands
gmd		Mághdì	Nigeria
gmg		Magiyi	Papua New Guinea
gmm		Gbaya-Mbodomo	Cameroon
gmn		Gimnime	Cameroon
gmr		Mirning	Australia
gmu		Gumalu	Papua New Guinea
gmv		Gamo	Ethiopia
gmx		Magoma	Tanzania
gmz		Mgbolizhia	Nigeria
gna		Kaansa	Burkina Faso
gnb		Gangte	India
gnc		Guanche	Spain
gnd		Zulgo-Gemzek	Cameroon
gne		Ganang	Nigeria
gng		Ngangam	Benin, Togo
gnh		Lere	Nigeria
gni		Gooniyandi	Australia
gnj		Ngen	Côte d’Ivoire
gnk		ǁGana	Botswana
gnl		Gangulu	Australia
gnm		Ginuman	Papua New Guinea
gnn		Gumatj	Australia
gno		Northern Gondi	India
gnq		Gana	Malaysia
gnr		Gureng Gureng	Australia
gnt		Wartha Thuntai	Papua New Guinea
gnu		Gnau	Papua New Guinea
gnw		Western Bolivian Guaraní	Bolivia
gnz		Ganzi	Central African Republic
goa		Guro	Côte d’Ivoire
gob		Playero	Colombia, Venezuela
goc		Gorakor	Papua New Guinea
god		Godié	Côte d’Ivoire
goe		Gongduk	Bhutan
gof		Gofa	Ethiopia
gog		Gogo	Tanzania
goi		Gebusi	Papua New Guinea
goj		Gowlan	India
gok		Gowli	India
gol		Gola	Liberia, Sierra Leone
gom		Goan Konkani	India
goo		Gone Dau	Fiji
gop		Yeretuar	Indonesia
goq		Gorap	Indonesia
gor		Gorontalo	Indonesia
gos		Gronings	Netherlands
gou		Gavar	Cameroon
gov		Goo	Côte d’Ivoire
gow		Gorowa	Tanzania
gox		Gubu	Democratic Republic of the Congo, Central African Republic
goy		Goundo	Chad
goz		Gozarkhani	Iran
gpa		Gupa-Abawa	Nigeria
gpe		Ghanaian Pidgin English	Ghana
gpn		Tayap	Papua New Guinea
gqa		Ga’anda	Nigeria
gqi		Guiqiong	China
gqn		Guana	Brazil
gqr		Gor	Chad
gqu		Qau	China
gra		Rajput Garasia	India
grc		Ancient Greek	Greece
grd		Guruntum-Mbaaru	Nigeria
grg		Madi	Papua New Guinea
grh		Tugbiri-Niragu	Nigeria
gri		Ghari	Solomon Islands
grj		Southern Grebo	Liberia
grm		Kota Marudu Talantang	Malaysia
gro		Groma	China, India
grq		Gorovu	Papua New Guinea
grr		Taznatit	Algeria, Morocco
grs		Gresi	Indonesia
grt		Garo	Bangladesh, India
gru		Kistane	Ethiopia
grv		Central Grebo	Liberia
grw		Gweda	Papua New Guinea
grx		Muno	Papua New Guinea
gry		Barclayville Grebo	Liberia
grz		Guramalum	Papua New Guinea
gse		Ghanaian Sign Language	Ghana
gsg		German Sign Language	Germany
gsl		Gusilay	Senegal
gsm		Guatemalan Sign Language	Guatemala
gsn		Nema	Papua New Guinea
gso		Southwest Gbaya	Central African Republic
gsp		Wasembo	Papua New Guinea
gss		Greek Sign Language	Greece
gsw		Alemannic	Austria, Switzerland, Germany, France, Liechtenstein
gta		Guató	Brazil
gtu		Aghu-Tharnggala	Australia
gua		Shiki	Nigeria
gub		Guajajára	Brazil
guc		Wayuu	Colombia, Venezuela
gud		Yocoboué Dida	Côte d’Ivoire
gue		Gurindji	Australia
guf		Gupapuyngu	Australia
gug		Paraguayan Guaraní	Paraguay
guh		Guahibo	Colombia, Venezuela
gui		Eastern Bolivian Guaraní	Bolivia
guj	gu	Gujarati	India
guk		Gumuz	Ethiopia, Sudan
gul		Sea Island English Creole	United States
gum		Misak	Colombia
gun		Mbyá Guaraní	Argentina, Brazil, Paraguay
guo		Guayabero	Colombia
gup		Gunwinggu	Australia
guq		Aché	Paraguay
gur		Farefare	Burkina Faso, Ghana
gus		Guinean Sign Language	Guinea
gut		Maléku Jaíka	Costa Rica
guu		Yanomamö	Brazil, Venezuela
guw		Gun	Benin, Nigeria
gux		Gourmanchéma	Burkina Faso, Benin, Niger, Togo
guz		Gusii	Kenya, Tanzania
gva		Guana	Paraguay
gvc		Guanano	Brazil, Colombia
gve		Duwet	Papua New Guinea
gvf		Golin	Papua New Guinea
gvj		Guajá	Brazil
gvl		Gulay	Chad
gvm		Gurmana	Nigeria
gvn		Kuku-Yalanji	Australia
gvo		Gavião do Jiparaná	Brazil
gvp		Pará Gavião	Brazil
gvr		Gurung	Nepal
gvs		Gumawana	Papua New Guinea
gvy		Guyani	Australia
gwa		Mbato	Côte d’Ivoire
gwb		Gwa	Nigeria
gwc		Gawri	Pakistan
gwd		Ale	Ethiopia
gwe		Gweno	Tanzania
gwf		Gowro	Pakistan
gwg		Moo	Nigeria
gwi		Gwich’in	Canada
gwj		ǀGwi	Botswana
gwm		Awngthim	Australia
gwn		Gwandara	Nigeria
gwr		Gwere	Uganda
gwt		Gawarbati	Afghanistan, Pakistan
gwu		Guwamu	Australia
gww		Kwini	Australia
gwx		Gua	Ghana
gxx		Wè Southern	Côte d’Ivoire
gya		Northwest Gbaya	Central African Republic, Cameroon
gyb		Garus	Papua New Guinea
gyd		Kayardild	Australia
gye		Gyem	Nigeria
gyf		Gungabula	Australia
gyg		Gbayi	Central African Republic
gyi		Gyele	Cameroon, Equatorial Guinea
gyl		Gayil	Ethiopia
gym		Ngäbere	Costa Rica, Panama
gyn		Guyanese English Creole	Guyana
gyo		Gyalsumdo	Nepal
gyr		Guarayu	Bolivia
gyy		Gunya	Australia
gyz		Gyaazi	Nigeria
gza		Ganza	Sudan
gzi		Gazi	Iran
gzn		Gane	Indonesia
haa		Han	United States
hab		Hanoi Sign Language	Vietnam
hac		Gurani	Iraq, Iran
had		Hatam	Indonesia
hae		Eastern Oromo	Ethiopia
haf		Haiphong Sign Language	Vietnam
hag		Hanga	Ghana
hah		Hahon	Papua New Guinea
haj		Hajong	Bangladesh, India
hak		Hakka Chinese	China, China–Hong Kong
hal		Halang	Laos, Vietnam
ham		Hewa	Papua New Guinea
han		Hangaza	Tanzania
hao		Hakö	Papua New Guinea
hap		Hupla	Indonesia
haq		Ha	Tanzania
har		Harari	Ethiopia
has		Haisla	Canada
hat	ht	Haitian Creole	Haiti
hau	ha	Hausa	Niger, Nigeria
hav		Havu	Democratic Republic of the Congo
haw		Hawaiian	United States
hax		Southern Haida	Canada
hay		Haya	Tanzania
haz		Hazaragi	Afghanistan
hba		Hamba	Democratic Republic of the Congo
hbb		Nya Huba	Nigeria
hbn		Heiban	Sudan
hbo		Ancient Hebrew	Israel
hbu		Habun	East Timor
hca		Andaman Hindi Creole	India
hch		Huichol	Mexico
hdn		Northern Haida	Canada, United States
hds		Honduran Sign Language	Honduras
hdy		Hadiyya	Ethiopia
hea		Northern Qiandong Miao	China
heb	he	Hebrew	Israel
hed		Herdé	Chad
heg		Helong	Indonesia
heh		Hehe	Tanzania
hei		Heiltsuk	Canada
hem		Hemba	Democratic Republic of the Congo
her	hz	Herero	Angola, Botswana, Namibia
hgm		Hai|ǁom	Namibia
hgw		Haigwai	Papua New Guinea
hhi		Hoia Hoia	Papua New Guinea
hhr		Kerak	Senegal
hhy		Hoyahoya	Papua New Guinea
hia		Lamang	Nigeria
hib		Hibito	Peru
hid		Hidatsa	United States
hif		Fiji Hindi	Fiji
hig		Kamwe	Nigeria
hih		Pamosu	Papua New Guinea
hii		Hinduri	India
hij		Hijuk	Cameroon
hik		Seit-Kaitetu	Indonesia
hil		Hiligaynon	Philippines
hin	hi	Hindi	India
hio		Tshuwau	Botswana
hir		Himarimã	Brazil
hiw		Hiw	Vanuatu
hix		Hixkaryána	Brazil
hji		Haji	Indonesia
hka		Kahe	Tanzania
hke		Hunde	Democratic Republic of the Congo
hkh		Khah	India
hkk		Hunjara-Kaina Ke	Papua New Guinea
hkn		Mel-Khaonh	Cambodia
hks		Hong Kong Sign Language	China–Hong Kong
hla		Halia	Papua New Guinea
hlb		Halbi	India
hld		Halang Doan	Laos, Vietnam
hle		Hlersu	China
hlt		Matu Chin	India, Myanmar
hma		Southern Mashan Miao	China
hmb		Humburi Senni Songhay	Burkina Faso, Mali
hmc		Central Huishui Miao	China
hmd		Large Flowery Miao	China
hme		Eastern Huishui Miao	China
hmf		Hmong Don	Vietnam
hmg		Southwestern Guiyang Miao	China
hmh		Southwestern Huishui Miao	China
hmi		Northern Huishui Miao	China
hmj		Ge	China
hml		Luopohe Miao	China
hmm		Central Mashan Miao	China
hmo	ho	Hiri Motu	Papua New Guinea
hmp		Northern Mashan Miao	China
hmq		Eastern Qiandong Miao	China
hmr		Hmar	India
hms		Southern Qiandong Miao	China
hmt		Hamtai	Papua New Guinea
hmu		Hamap	Indonesia
hmv		Hmong Dô	Vietnam
hmw		Western Mashan Miao	China
hmy		Southern Guiyang Miao	China
hmz		Sinicized Miao	China
hna		Mina	Cameroon
hnd		Southern Hindko	Pakistan
hne		Chhattisgarhi	India
hng		Hungu	Angola
hnh		ǁAni	Botswana
hni		Hani	China, Laos, Vietnam
hnj		Hmong Njua	China, Laos, Thailand, Vietnam
hnn		Hanunoo	Philippines
hno		Northern Hindko	Pakistan
hns		Sarnami Hindustani	Suriname
hnu		Hung	Laos, Vietnam
hoa		Hoava	Solomon Islands
hob		Mari	Papua New Guinea
hoc		Ho	India
hod		Holma	Nigeria
hoe		Horom	Nigeria
hoh		Hobyót	Oman, Yemen
hoi		Holikachuk	United States
hoj		Haroti	India
hol		Holu	Angola, Democratic Republic of the Congo
hom		Homa	South Sudan
hoo		Holoholo	Democratic Republic of the Congo
hop		Hopi	United States
hor		Horo	Chad
hos		Ho Chi Minh City Sign Language	Vietnam
hot		Malei	Papua New Guinea
hov		Hovongan	Indonesia
how		Honi	China
hoy		Holiya	India
hoz		Hozo	Ethiopia
hpo		Hpon	Myanmar
hps		Hawai‘i Sign Language	United States
hra		Hrangkhol	India
hrc		Niwer Mil	Papua New Guinea
hre		Hre	Vietnam
hrk		Haruku	Indonesia
hrm		Horned Miao	China
hro		Haroi	Vietnam
hrp		Nhirrpi	Australia
hrt		Hértevin	Turkey
hru		Hruso	India
hrv	hr	Croatian	Austria, Croatia, Montenegro
hrw		Warwar Feni	Papua New Guinea
hrx		Hunsrik	Brazil
hrz		Harzani	Iran
hsb		Upper Sorbian	Germany
hsh		Hungarian Sign Language	Hungary
hsl		Hausa Sign Language	Nigeria
hsn		Xiang Chinese	China
hss		Harsusi	Oman
hti		Hoti	Indonesia
hto		Minika Witoto	Colombia
hts		Hadza	Tanzania
htu		Hitu	Indonesia
hub		Wampís	Peru
huc		ǂ’Amkhoe	Botswana
hud		Huaulu	Indonesia
hue		San Francisco del Mar Huave	Mexico
huf		Humene	Papua New Guinea
hug		Huachipaeri	Peru
huh		Huilliche	Chile
hui		Huli	Papua New Guinea
huj		Northern Guiyang Miao	China
huk		Hulung	Indonesia
hul		Vula’a	Papua New Guinea
hum		Hungana	Democratic Republic of the Congo
hun	hu	Hungarian	Austria, Hungary, Romania, Serbia, Slovakia, Ukraine
huo		Hu	China
hup		Hupa	United States
huq		Tsat	China
hur		Halkomelem	Canada
hus		Huastec	Mexico
hut		Humla	Nepal
huu		Murui Witoto	Colombia, Peru
huv		San Mateo del Mar Huave	Mexico
huw		Hukumina	Indonesia
hux		Muinani Witoto	Colombia, Peru
huy		Hulaulá	Israel, Iran
huz		Hunzib	Georgia, Russian Federation
hvc		Haitian Vodoun Culture Language	Haiti
hve		San Dionisio del Mar Huave	Mexico
hvk		Haveke	New Caledonia
hvn		Hawu	Indonesia
hvv		Santa María del Mar Huave	Mexico
hwa		Wané	Côte d’Ivoire
hwc		Hawaii Pidgin	United States
hwo		Hwana	Nigeria
hya		Hya	Cameroon, Nigeria
hye	hy	Armenian	Armenia, Azerbaijan, Iran
hyw		Western Armenian	Armenia, Georgia, Turkey
iai		Iaai	New Caledonia
ian		Iatmul	Papua New Guinea
iar		Purari	Papua New Guinea
iba		Iban	Brunei, Indonesia, Malaysia
ibb		Ibibio	Nigeria
ibd		Iwaidja	Australia
ibe		Akpes	Nigeria
ibg		Ibanag	Philippines
ibh		Bih	Vietnam
ibl		Ibaloi	Philippines
ibm		Robambami	Nigeria
ibn		Ibino	Nigeria
ibo	ig	Igbo	Nigeria
ibr		Ibuoro	Nigeria
ibu		Ibu	Indonesia
iby		Ibani	Nigeria
ica		Ede Ica	Benin
ich		Etkywan	Nigeria
icl		Icelandic Sign Language	Iceland
icr		Islander English Creole	Colombia
ida		Luidakho-Luisukha-Lutirichi	Kenya
idb		Indo-Portuguese	India
idc		Ajiya	Nigeria
idd		Ede Idaca	Benin
ide		Idere	Nigeria
idi		Idi	Papua New Guinea
idr		Indri	South Sudan
ids		Idesa	Nigeria
idt		Idaté	East Timor
idu		Idoma	Nigeria
ifa		Amganad Ifugao	Philippines
ifb		Batad Ifugao	Philippines
ife		Ifè	Benin, Togo
iff		Ifo	Vanuatu
ifk		Tuwali Ifugao	Philippines
ifm		Teke-Wuumu	Congo
ifu		Mayoyao Ifugao	Philippines
ify		Keley-i Kallahan	Philippines
igb		Ebira	Nigeria
ige		Igede	Nigeria
igg		Igana	Papua New Guinea
igl		Igala	Nigeria
igm		Kanggape	Papua New Guinea
ign		Ignaciano	Bolivia
igo		Isebe	Papua New Guinea
igw		Igwe	Nigeria
ihb		Iha Based Pidgin	Indonesia
ihi		Ihievbe	Nigeria
ihp		Iha	Indonesia
ihw		Bidhawal	Australia
iii	ii	Nuosu	China
iin		Thiin	Australia
ijc		Izon	Nigeria
ije		Biseni	Nigeria
ijj		Ede Ije	Benin
ijn		Kalabari	Nigeria
ijs		Southeast Ijo	Nigeria
ike		Eastern Canadian Inuktitut	Canada
ikh		Ikhin-Aokho	Nigeria
iki		Iko	Nigeria
ikk		Ika	Nigeria
ikl		Ikulu	Nigeria
iko		Olulumo-Ikom	Nigeria
ikp		Ikpeshi	Nigeria
ikr		Ikaranggal	Australia
iks		Inuit Sign Language	Canada
ikt		Inuinnaqtun	Canada
ikv		Iku-Gora-Ankwa	Nigeria
ikw		Ikwere	Nigeria
ikx		Ik	Uganda
ikz		Ikizu	Tanzania
ila		Ile Ape	Indonesia
ilb		Ila	Zambia
ilg		Garig-Ilgar	Australia
ili		Ili Turki	China
ilk		Bogkalot	Philippines
ilm		Iranun	Malaysia
ilo		Ilocano	Philippines
ilp		Iranun	Philippines
ils		International Sign	Italy
ilu		Ili’uun	Indonesia
ilv		Ilue	Nigeria
ima		Mala Malasar	India
imi		Anamuxra	Papua New Guinea
iml		Miluk	United States
imn		Imonda	Papua New Guinea
imo		Imbongu	Papua New Guinea
imr		Imroing	Indonesia
imt		Imotong	South Sudan
inb		Inga	Colombia
ind	id	Indonesian	Indonesia
ing		Deg Xinag	United States
inh		Ingush	Russian Federation
inj		Jungle Inga	Colombia
inl		Indonesian Sign Language	Indonesia
inn		Isinay	Philippines
ino		Inoke-Yate	Papua New Guinea
inp		Iñapari	Peru
ins		Indian Sign Language	India
int		Intha	Myanmar
inz		Ineseño	United States
ior		Inor	Ethiopia
iou		Tuma-Irumu	Papua New Guinea
iow		Iowa-Oto	United States
ipi		Ipili	Papua New Guinea
ipo		Ipiko	Papua New Guinea
iqu		Iquitu	Peru
iqw		Ikwo	Nigeria
ire		Yeresiam	Indonesia
irh		Irarutu	Indonesia
iri		Rigwe	Nigeria
irk		Iraqw	Tanzania
irn		Irántxe	Brazil
irr		Ir	Laos
iru		Irula	India
irx		Kamberau	Indonesia
iry		Iraya	Philippines
isa		Isabi	Papua New Guinea
isc		Isconahua	Peru
isd		Isnag	Philippines
ise		Italian Sign Language	Italy
isg		Irish Sign Language	Ireland
ish		Esan	Nigeria
isi		Nkem-Nkum	Nigeria
isk		Ishkashimi	Afghanistan, Tajikistan
isl	is	Icelandic	Iceland
ism		Masimasi	Indonesia
isn		Isanzu	Tanzania
iso		Isoko	Nigeria
isr		Israeli Sign Language	Israel
ist		Istriot	Croatia
isu		Isu	Cameroon
ita	it	Italian	Switzerland, Croatia, Italy, Slovenia, San Marino
itb		Binongan Itneg	Philippines
itd		Southern Tidung	Indonesia, Malaysia
ite		Itene	Bolivia
iti		Inlaud Itneg	Philippines
itk		Judeo-Italian	Italy
itl		Itelmen	Russian Federation
itm		Itu Mbon Uzo	Nigeria
ito		Itonama	Bolivia
itr		Yawuno Teneyo	Papua New Guinea
its		Isekiri	Nigeria
itt		Maeng Itneg	Philippines
itv		Itawit	Philippines
itw		Ito	Nigeria
itx		Itik	Indonesia
ity		Moyadan Itneg	Philippines
itz		Itza’	Guatemala
ium		Iu Mien	China, Laos, Vietnam
ivb		Ibatan	Philippines
ivv		Ivatan	Philippines
iwk		I-wak	Philippines
iwm		Iwam	Papua New Guinea
iwo		Morop	Indonesia
iws		Sepik Iwam	Papua New Guinea
ixc		Ixcatec	Mexico
ixl		Ixil	Guatemala
iya		Iyayu	Nigeria
iyo		Mesaka	Cameroon
iyx		Yaka	Congo
izh		Ingrian	Russian Federation
izm		Kizamani	Nigeria
izr		Izere	Nigeria
izz		Izii	Nigeria
jaa		Jamamadí	Brazil
jab		Hyam	Nigeria
jac		Jakalteko	Guatemala, Mexico
jad		Jahanka	Guinea
jae		Yabem	Papua New Guinea
jaf		Jara	Nigeria
jah		Jah Hut	Malaysia
jaj		Zazao	Solomon Islands
jak		Jakun	Malaysia
jal		Yalahatan	Indonesia
jam		Jamaican English Creole	Jamaica
jan		Jandai	Australia
jao		Yanyuwa	Australia
jaq		Yaqay	Indonesia
jas		New Caledonian Javanese	New Caledonia
jat		Inku	Afghanistan
jau		Yaur	Indonesia
jav	jv	Javanese	Indonesia
jax		Jambi Malay	Indonesia
jay		Yan-nhangu	Australia
jaz		Jawe	New Caledonia
